Name,verified,location,created_at,description,followers_count,following_count,tweet_count
WilliamFYouhou2,False,"Virginia, USA",2017-07-29T14:25:59.000Z,"I AM WHAT I AM, AND THAT'S ALL THAT I AM. POPEYE.   SAY WHEN

              VERITAS VOS LIBERABIT #theresistance",640,911,10118
blueresist22,False,Hudson Valley NY,2015-07-26T02:39:52.000Z,"Clinical Social Worker, Buddhist, Advocate for people with serious mental illness, BLM, ERA, ANTIFA",1227,2635,22089
rosemhook,False,United States of America,2016-11-23T12:30:29.000Z,Co-founder Org4Change #ReproRights #ReSister #PerSister #CivilRights #1stAmendment #OnwardTogether #AntiAuthoritarian #ForThePeople #KHive #BidenHarris2020,3225,3214,66963
DOLFANKEV,False,,2010-11-19T04:22:07.000Z,"Worlds #1 Dolphin fan, Finheaven Hall of Famer, animal lover, Cryptozoologist and all-around good guy.",174,145,34292
TranBuhbling,False,,2014-07-20T16:32:34.000Z,Techie. Art & Book Lover. Live Larger Than Life. Do The Right Thing. Opinions my own. #Resistance #BlackLivesMatter #BLM #EJI,1423,4994,104887
KenessonS,False,#45TransitionToPrison,2015-11-14T08:29:16.000Z,"That nature is a Heraclitean fire ... Resistance, my camera never lies.  Parisian Neapolitan; international ... Who wants to go to Italy? #Resist #blametrump",1699,4999,26208
awagel01,False,,2011-01-27T22:24:16.000Z,Finance Professional with 25 yrs experience in corporate world in manufacturing now turning to broadcasting. life is a great adventure!,78,297,15071
RidinwithBiden4,False,,2020-09-11T18:55:23.000Z,Biden supporter 💙🇺🇸💙🇺🇸💙🇺🇸💙,623,572,19248
electricboyo,False,USA,2009-12-08T05:41:08.000Z,"😷 Electronic engineer. I support civil rights, gender equality, critical thinking, science, diversity, & interfaith dialog. Cat armor by @JeffdeBoer9 (thanks!)",3495,5004,409840
annekwoodworth,False,North Alabama,2014-08-23T02:30:59.000Z,,758,5001,82441
TMI070857,False,"Bowling Green, KY",2019-10-08T19:45:09.000Z,"Loving retirement, free spirit #DemCastKy #BBN #Resist #BuildBackBetter",850,1329,46855
DavidLostInLA,False,"Los Angeles, CA",2009-04-19T01:40:05.000Z,Socially Conscious Fitness Fanatic Alternative Lifestyle #dumptrump #resistance #notmypresident #blm #bidenharris,1328,1615,668
JrSamplesBR549,False,Bonny Doon,2010-05-01T21:27:03.000Z,"Lover of wit, sarcasm, irony, NY Times xwords. Political Junkie. Favorite movie is The Castle. Tell him he's dreamin'",1568,4519,185188
BethShadday,False,"Indiana, USA",2016-11-09T23:45:10.000Z,🌊🌊💙💙💙,928,1585,170321
PhotoLawn,False,London,2011-05-07T13:06:43.000Z,mourning the death of Great Britain “Every lie we tell incurs a debt to the truth. Sooner or later that debt is paid.” What fun: https://t.co/h9bzKgrKsN,2569,5000,233929
LauriBaldino,False,"Carlsbad, CA",2012-02-25T17:34:37.000Z,health and nutrition,367,2008,5980
Selenajade1224,False,,2020-07-05T00:33:17.000Z,"Nurse, mother, thinker, artist. INFJ. Hendrix College alum. Historian. 做水 Proud Progressive #Democrat #proudliberal #Biden2020 #免費香港 #StandWithHongKong",306,1190,8620
Paula12046035,False,"Boston, MA",2019-10-16T15:46:49.000Z,"🤗❤️Nannie to 9,Love one another, Life is Good well it will be once the Orange man/boy is gone. “ HE IS GONE” 👏🏻👏🏻👏🏻👏🏻🇺🇸GOD BLESS AMERICA 🇺🇸",328,1083,24309
Tanis42,False,,2008-05-29T14:42:51.000Z,#Resister #Persister #VoteBlueNoMatterWho 💙💙💙🦋🦋🦋💙💙💙 #BidenHarrisSupporter #46 #DrJillBiden is my flotus,9782,10639,276909
JennySylivant,False,"Atlanta, GA",2015-03-02T01:00:53.000Z,ATL 🍑 Actor 🎭🎬 ❤️ ALL people & animals .... (😡 racism/sexism/homophobia/ableism/speciesism).  1/3 🇨🇦🇦🇺🇺🇸 #Resist 💙 #Persist #DemVoice1,6023,5988,14083
johndavidpowell,False,league city houston texas,2008-11-26T01:44:17.000Z,"award-winning Internet columnist and writer, pr and marketing professional, vaccine promoter for The Immunization Partnership",146,126,5948
DrPanMD,True,"Sacramento, CA",2011-02-03T20:27:38.000Z,"Pediatrician & now CA State Senator
BA @JohnsHopkins MD @PittTweet MPH @HarvardChanSPH
Fmr faculty @harvardmed @ucdavis
Author of #SB277 & #SB276  #VoteKids",16305,1645,18741
Thethirdwave4,False,,2020-11-25T13:16:38.000Z,"Writer,mother,conservative",38,290,7191
The_Thatcherite,False,Office of the President-elect,2020-09-19T13:26:30.000Z,"14. President-elect of the United States. Proud Reaganite, Thatcherite and patriot. Pro-freedom and against tyrannical lockdowns. #MAGA",48,139,13095
sheldon70544702,False,,2020-11-29T13:00:38.000Z,,15,174,4713
skippy08494285,False,,2020-12-23T21:42:25.000Z,,56,394,869
Laura_L_Cassell,False,Florida,2012-05-10T18:39:43.000Z,"Christ Follower, Ron Paulian, Dunkin' Donuts Coffee Lover, Golfer, and Devoted Mother of @Jackiecas1 & @RobCvae",67,33,841
kjrob3579,False,,2020-09-13T04:34:34.000Z,,10,92,271
CaliVaxChoice,False,California ,2012-05-12T23:51:28.000Z,#VaccineChoice #California #InformedConsent #HumanRights #CivilRights #ParentalRights #ReligiousFreedom #Vaccines - No Liability - No Mandates -,6244,1851,34789
Soul_Journeys,False,ChristieAphrodite.com,2008-07-19T04:55:00.000Z,"I can take care of myself, thanks for your offer...
#phrodiedhere #coffeewithchristie 
https://t.co/dvwZnpk5sl
https://t.co/ZdK88XBcaI",1453,1215,17677
Bekkaa103,False,,2012-12-11T23:28:55.000Z,Interesada en Aprender y en Tener una Mente Abierta.,142,1215,1329
pinkstarrbust1,False,,2011-08-14T05:42:00.000Z,"My views are my own :) - There’s always two sides of a story ;)                            ask questions, challenge your thoughts & beliefs",37,325,1133
Eternally_100,False,,2020-01-03T18:05:24.000Z,,74,145,17876
AaronM28728012,False,,2019-08-17T01:14:13.000Z,,1,24,322
crosshairsonyou,False,killedbydrone,2015-04-07T11:23:42.000Z,"Just a girl with two guns..and one is empty. 
This is a Bait and Switch like no other. Parting shots.  tweets=entertainment
Are you not entertained?",8369,8339,89760
Louisgpd,False,,2017-01-30T09:30:00.000Z,,72,407,3911
18OSEL1R1,False,,2010-11-05T22:14:07.000Z,#MAGA#KAG I ❤️ TRUMP🇺🇸Proud to be an American 👉🏻Pedo Hunter👈🏻 Hollyweird Vatican scum satanists all going down👇🏻The future looks bright ☀️,306,1158,2933
Emu52May,False,,2012-08-27T19:35:54.000Z,,1237,2288,53999
prettytastygdns,False,Canada,2016-05-07T14:07:36.000Z,"Fashionably Urban, Edible Gardens",75,330,1321
Anthony90263580,False,,2020-09-27T11:01:17.000Z,"My unique life experiences, and the need to question and analyze everything that goes on around me. I hold degrees in Biomedical/Health Sciences/Medicine.",50,170,1210
BicoastalPat,False,,2016-11-10T17:53:19.000Z,"Christian, wife, mom, truth seeker.",579,696,9091
Mielelocale,False,"Naples, Campanie",2020-06-09T12:35:02.000Z,Ho Ho Ho,187,164,21496
BohLegend,False,"Star City, Virginia",2020-10-19T02:52:18.000Z,,22,245,2297
AdrianLRiley,False,,2012-01-18T17:22:21.000Z,"Mufc fan, FPL addict- 5k finish in 16/17 all around good guy!",599,1253,26699
kat_gris,False,,2011-02-15T10:51:37.000Z,,33,274,7245
richardhallam,False,New Mills to Cleethorpes RTN,2009-07-09T09:19:31.000Z,"Run training centres in Manchester, Leeds, Hull and Grimsby. Grimsby Town Fan #UTMM 🐟🐟🐟",651,295,15781
KSmth2000,False,,2014-04-15T00:36:01.000Z,"#MarkLevin/#DrHarveyRisch: https://t.co/lhUqixa28T
#Covid19 #EarlyTreatment: #Ivermectin or #HCQ+Zinc+Az
Prophylaxis: #Quercetin/Zinc/Vit D3+C
??",102,179,207003
spencer68,False,"South West, England",2009-02-12T21:41:14.000Z,IT Director. Campaigner for UK Family Law reform and children's rights. Francophile. Anti-communist. Co-founder of FLAG @dredgetherivers.,803,2447,59624
AndreCorado,False,+5592,2010-01-14T00:46:35.000Z,,111,320,2197
GerryCantley,False,,2011-07-08T16:07:26.000Z,,45,264,5170
J_Bloodworth,True,London,2010-06-11T10:35:29.000Z,"Author of two books. Columns @UnHerd, reviews @TheTimesBooks. Host @ModernDatingPod. Find me on Insta 👇🏻👇🏻",28730,1988,52563
jcperales,False,Barcelona ,2011-02-18T17:27:06.000Z,,314,683,119927
AngieGLaw,False,USA,2010-04-13T17:56:16.000Z,RT not necessarily endorsement,92,223,72448
EndemicPrepared,False,"Melbourne, Victoria",2009-12-04T09:05:04.000Z,"Repro & BBV healthcare educator, Population Health, workforce management, RN/RM/ MBA 👩‍🎓runner, cyclist, Long Covid wave1 Survivor💪🏼",294,743,9539
covid19_experts,False,,2020-03-20T13:34:29.000Z,"COVID-19 info direct from experts in epidemiology, virology, immunology, global health, aerosols, masks and related fields. SARS-CoV-2 coronavirus.",718,857,12284
AllamanSeb,False,"Geneva, Switzerland.",2020-02-15T23:20:37.000Z,,222,201,2733
Drhammadkhan,False,London,2009-02-16T23:10:57.000Z,"I grow things. Geek, Neonatologist, Cyclist, Gardener, Ahmadi Muslim, Yorkshireman, Londoner. #nhs @Humanityfirstuk @EvelinaLondon @Ahmadiyyauk @voiceofislamuk",2532,2968,10420
SissiPalla,False,Planete TERRE,2020-09-25T12:25:12.000Z,100% Bio compte de secours @SylvieDLcroiSTJ #suspendueSansRaisons https://t.co/d3lbOI1Ab1,253,585,10446
abfaure,False,,2012-01-02T21:46:49.000Z,,153,32,4496
spaceastrium,False,,2011-06-15T18:14:08.000Z,전설적인 첸 스톰스타우트의 조카.,793,78,42095
PleaseDoTheMath,False,UK,2013-05-27T18:47:24.000Z,Just a normal working dad - who can’t quite believe what’s happened to UK (and global) politics.,278,158,38726
AlfOnshuus,False,,2013-11-01T10:04:30.000Z,"Comentarios sobre matemáticas, ciencia en Colombia y otras cosas",608,565,4529
JoumokS,False,,2020-10-17T11:20:21.000Z,,5,35,1839
BillOccham,False,,2020-04-26T20:31:42.000Z,"""The hardest thing of all is to find a black cat in a dark room, especially if there is no cat."" Confucius",161,883,11814
TonyBurnetti,False,Georgia Tech,2017-09-30T06:46:15.000Z,"Postdoc at the Ratcliff lab, Georgia Tech",866,284,40325
obichan,False,"OÖ, Austria",2009-06-29T00:23:44.000Z,"Grüne, (Netz-)Politik, IT Security, Cyber, Software, 🛵, Veggie, menschenrechtsorientierter Feminist, Migrationshintergrund, Katzen, he/him #NazisRaus",1327,1662,65254
tuffy_sir,False,,2020-08-11T05:08:23.000Z,This is an alt,407,611,7028
BipolarRunner,False,Glasgow,2011-06-09T17:10:36.000Z,"Engineer, artist with a strong interest in consciousness research as well as altered states. Scottish M50 Indoor 1500m Champion, silver at 1500m outdoor and 3K.",564,491,71136
FlossSays,False,"Yorkshire, England",2011-08-29T20:48:45.000Z,"Politics, Economics, Literature.",926,1888,78028
Jns1988,False,"Luton, England",2009-05-11T18:59:19.000Z,Teacher. Labour member. Luton Town and NUFC fan.,187,775,730
StLentner,False,,2011-08-17T00:34:50.000Z,,873,4982,162431
SoniaMRobaey,False,Canada,2012-01-01T21:22:20.000Z,Neuroscientist teaching Philosophy and Ethics with an eye on Politics.,1168,1046,6793
CarolineMack18,False,England,2011-05-09T11:17:03.000Z,"MUFC, skeptic, music lover, hiker. Originally w/c, politically right of centre. RT’s are not always endorsements. #FBPE blocked on sight",1376,3884,31741
fedupfish,False,"Cheltenham, England",2011-05-10T07:47:57.000Z,,162,499,10086
andrew_lilico,False,,2015-05-28T14:22:55.000Z,Telegraph columnist. Plus other things that wouldn't interest you.,20258,147,90761
Zevography,False,,2017-11-07T20:05:30.000Z,ahwihu2199usianc bxoja9wu8edy7eab db 3861t63te973jfka mffsaceg45t5234  12 2edwdcfawf34,101,180,84028
bleung_tri,False,"London, England",2017-10-27T13:11:55.000Z,"Microbiology PhD student at @CMBI_Imperial 
#Shigella pathogenesis.
🌟 All views my own.
🌟 Have escaped COVID19 testing for now...
🧬🧪",226,331,1464
SophieR66723937,False,,2020-09-09T11:32:41.000Z,,16,176,2815
joursansfin,False,,2020-04-23T11:38:36.000Z,En Marche Pour Agir. Stop extrêmes LFI RN Gilets Jaunes. Back To parodies ✌🇺🇸🇫🇷👮🏽‍♂️,709,4350,34777
gospel_of_life,False,,2013-01-12T10:41:06.000Z,,182,390,24880
triketora,True,SFO✈️EWR✈️LHR,2009-01-26T20:42:19.000Z,"building @blockpartyapp_ to solve online harassment. 👼🏻investor, cofounder @projectinclude @arenasummit, prev👩🏻‍💻engineer @pinterest @usds @quora @stanford",100158,999,63583
tothur,False,Europe,2009-02-06T10:35:50.000Z,"bioinformatics, genetics, space, tech, foreign affairs. author at https://t.co/qsvtSgV4nR, co-organizer of @bpsciencemeetup. studying biology at uni. views are my own.",1689,378,169116
DaveyDee45RPM,False,,2012-08-11T23:31:14.000Z,,435,726,10636
kuukkeli5,False,,2012-02-21T07:37:13.000Z,"I am interested in arts, science and different cultures. Twitter allows me to surround myself with the smartest people of the world.",409,1771,81793
OilSheppard,True,London,2009-09-07T11:19:47.000Z,Financial Times Energy Editor. Oil. Environment. Middle East. Trading. Hearts. Ex-Reuters.,30105,3415,18038
markbishopuk,False,"Caterham, Surrey, UK",2009-08-21T11:32:58.000Z,,1159,284,149849
Nutradvance,False,,2014-09-14T14:43:11.000Z,"Interested in food, health, and lifestyle (and how the three intertwine). Nutrition education, tasty foods, and more.",11617,255,25362
jesshatchette,False,,2015-08-12T19:26:04.000Z,Laugh.,2,13,7
sapienist,False,"Fremont, CA",2009-10-12T00:00:45.000Z,"Pediatric Crisis Solutions Consulting
⚛⚕",4183,2326,245626
TheLizardKingBK,False,Eastern Europe,2020-04-15T15:28:03.000Z,"Want to start a street fight with me bring it on, you're gonna be surprised by how ugly it gets, you don't even know my real name- I'm the fucking lizard king.",40,656,3467
OSINTprofession,False,"London, England",2016-11-30T22:14:42.000Z,OSINT practitioner. Bad at spelling. studying for PhD. retweet often not an endorsement.,1205,1636,4260
WealthisMental,False,"Philadelphia, PA",2011-02-27T23:04:28.000Z,,355,700,20912
LingfordPO,False,"Angleterre, Royaume-Uni",2019-07-11T14:37:28.000Z,"Prosthetics & Orthotics student
ESL teacher
P&O Training Calendar: https://t.co/bmDUtakg1V
Revision decks: https://t.co/MPPPX2UXkV
""Dignity can not wait for better times""",178,257,1255
eec_cee,False,Australia,2014-01-10T04:57:12.000Z,,479,3732,19561
a_zionist,False,Israel,2014-11-04T17:59:52.000Z,"#FreeStickyerHamas; PEACE,✡️ ☪️ Zionist, British, Cambridge Alumna, Israeli, Defender Against Antisemitism, Holocaust denial & Antizionism עם ישראל חי 🇮🇱",2989,1289,106063
CircleReader,False,"Madison, Wisconsin",2009-02-05T18:31:48.000Z,"Human first, then: curious, Christian, parent. 
More:  https://t.co/xsYUEW0Htc
He/him.",2601,4998,226406
bambudude,False,"Left Coast, Turtle Island",2009-04-01T02:38:47.000Z,"Revolutionary Leftist, Radical Unionist, Skid Row Buddhist, Kilt Wearing Japanese Swordsman. Living in rural North California with my lovely wife, Cecilia.",143,944,15375
yayayarndiva,False,"Sonoma County, California",2009-03-31T05:01:57.000Z,"Snarky crone, writer, pediatrician, engineer, data whisperer  #tweetiatrician",13011,2078,551791
reneecrichlowMD,False,University of Minnesota,2008-11-05T06:24:28.000Z,I believe real happiness  is possible especially when we help each other grow through the challenges of life. That's why I teach and practice Family  Medicine.,4283,2806,12607
roj_rouge,False,,2015-09-17T19:30:41.000Z,"Have two faces, scientific and artistic ones. Loving neuroscience, pharmaceuitcal science and music",2923,1749,111438
alisadoc1,False,"Boston, MA",2009-06-17T01:54:08.000Z,"Pediatric cardiologist & EP, Medtech Executive, pushing innovations in #digitalhealth, #AI, #meddevice ,#Healthcare for all. Politically & legally curious. 🤔",3360,1803,28215
DavidCTorres2,False,"San Diego & Santa Clara, Ca",2012-08-12T22:56:46.000Z,"Cancer survivor, innovative leader, child advocate, father, creator and enthusiastic about food, music & sports. #fcancer",3821,4583,73756
DBelardoMD,False,"California, USA",2018-05-13T14:09:55.000Z,Cardiologist obsessed with evidence based medicine & nutrition science,38847,3208,11723
A2Analyst,False,"New Jersey, USA",2015-06-17T20:28:36.000Z,Terrorism Analyst.🕵🏻‍♀️ Nancy Drew with a twist. 007 aficionado. Jersey Girl. Gen X.,194,597,3020
jjdebenedictis,False,,2009-09-28T00:19:27.000Z,"I draw. I write fantasy. I once blew up a snowman using liquid nitrogen. You know, the usual. (She/her)",296,172,413214
feral_hattie,False,portland ,2013-05-29T00:20:12.000Z,#blm,1176,558,34504
ytregaws,False,,2009-04-14T20:47:05.000Z,Twat,1180,5001,69072
PlanetSpurge,False,"Merseyside, UK",2009-05-14T08:09:08.000Z,"comedy🎤. craft beer🍻. travel and geography nerd 🗺🇵🇸🤓. Long term winning gambler. left wing, anti-EU, supporter of @electoralreform.",331,503,5142
Redstar309Z,False,New Zealand,2009-08-12T10:24:01.000Z,#MediaByUs! NOT #MediaBias/CitizenMedia/New Zealander/No Pasaran  Viva la C.N.T/Cultural Marxist/Deeply left/GenX/Junglist/#309Z,339,500,4340
PHepden,False,"Croydon, London, England",2015-04-02T10:04:00.000Z,"Fat, hairy (sometimes funny) guy with MS, member of MS Soc Croydon and campaigner",139,582,11157
DrPete3,False,"Florida, USA",2014-01-04T23:04:16.000Z,"Anesthesiologist. Jeopardy! champ. Married to @Coquettishly, we have 3 great sons. He/him. Opinions solely mine.",434,320,3266
Alissa_Moen,False,"Sydney, Australia",2013-07-16T07:23:02.000Z,"""There is no wholeness outside of our reciprocal humanity."" - Bryan Stevenson",745,4997,29620
petermbenglish,False,"Epsom, UK",2009-04-28T11:53:38.000Z,"Public health Dr. Particular interests in vaccination and health intelligence. My tweets may not even express my own views, let alone my employer or profession.",4684,2886,124256
mcgeary_michael,False,,2015-08-05T15:24:20.000Z,,1319,1778,66412
yv_57,False,🌏🐓🇫🇷  🦅 🇺🇲🦁,2020-03-23T18:50:17.000Z,Carpediem #FreeAssange #EliteAdrenochromeJunkies #AllLivesMatters #BlueLivesMatter #ClintonCrimeFamily,437,822,7473
MasonGinsberg,True,New Orleans ➡ Austin ➡ Chicago,2009-04-28T21:44:39.000Z,Words for @BourbonStShots & @BlueWirePods. @Tulane (2010) & @UTexasMBA (2015) alum. #BlackLivesMatter,8820,997,61081
ben_alterman,False,New Orleans Forever,2011-05-22T01:39:43.000Z,Most tweets about sports. Multiple LSU degrees,224,1121,138350
JDub9911,False,My Ole Lady’s Bosom,2010-02-16T03:06:32.000Z,"Husband, Father, Pelicans fan, Saints observer.",865,1230,301474
Abdelmalek2008,False,,2018-03-09T07:27:52.000Z,"If the world was free of problems, 
Paradise would lose its value.
FREE PALESTINE!!!",171,650,8298
AhmedGawi7,False,"Dubai, United Arab Emirates",2020-12-21T04:43:43.000Z,اللهم اتنا في الدنيا حسنة وفي الاخرة حسنة وقنا عذاب النار,7,24,254
zeekheir,False,,2010-07-10T18:11:14.000Z,How good do you have to be to be considered as a good person ?#TeamQuickStyle,496,927,9961
_Sof_59,False,,2011-08-11T12:15:01.000Z,"Simplicity Is The Ultimate Sophistication, Δ, 5'7, Chess, Books lover , Coffee Addict ,Artist,SUST Art's B'70,Workaholic,Senior Creative Designer
@safiea_brands",1953,787,53567
TheOptimistMe,False,Sudan & Qatar,2009-10-07T00:45:51.000Z,lover of all things art. here for a good time not a long time. #WordsNStrings,2894,991,80811
ikushkush,False,RTs not endorsements,2010-12-10T14:35:27.000Z,Journalist @ColumbiaJournMA FELL: @SchomburgCenter @typeinvestigate WORDS IN @NewYorker @TheAtlatnic @nytimes @thenation @GuernicaMag @AP...WEB: https://t.co/FpehPVvGSA,7421,6518,19240
iAsaadb,False,Khartoum,2009-04-18T06:17:03.000Z,"‏‏‏‏‏‏‏الشعب، هو المفوض الأعلى والأوحد للسلطة. ‎‎‎‎‎‎‎#مدنية_قرار_الشعب ✌️ 
 Retweet ≠ Endorsement",15056,1758,177941
mhmod9891,False,,2019-02-18T18:36:29.000Z,,403,906,44227
elsir_azoz,False,Khartoum,2019-03-16T11:26:50.000Z,"‏‏‏‏‏‏‏‏‏‏U OF K 
学习中文
喜欢蓝色的东西💙
حسابي الجديد ‎‎
شهدائنا م ماتوا عايشين مع الثوار 
المات ضمير خاين حالفين نجيب التار🔥",421,834,19964
makavelli,False,Khartoum-Sudan,2007-10-07T00:05:30.000Z,"former “Goodwill ambassador” @UNDP-Sudan, DENTIST, Presenter @hala96fm, former @aswat_almadina manager, Talent & content creator, Leader & philosopher",1063,1719,11122
SuzanM_kamal,False,Sudan.,2013-07-22T13:22:16.000Z,"a listener who talks a lot. interested/working on Entrepreneurship, Women Empowerment, Community Development and Art and Culture  @249startups",1371,628,30569
YungLost_Rebel,False,"Scarsdale, NY",2009-09-23T22:01:15.000Z,"You're sitting on the couch and your life is passing you by. You keep procrastinating over and over ""Well maybe I'll answer the DM next week no do it right now!",2478,841,601455
denver_rose,False,"Pueblo, CO",2010-05-14T02:36:04.000Z,"😷🌊Currently in Witless Relocation. LIBERAL, ATHEIST. #THERESISTANCE #LGBT #VoteBlueNoMatterWho #GUNSENSE #ImWithNancy #BidenAndHarris2020 #BLACKLIVESMATTER",10125,11027,404702
DA_DA6030,False,,2016-10-17T11:52:39.000Z,Clinical Psychology/English/英検1級/TOEIC 825 /絵/読書/映画/音楽/カードゲーム好き。,75,177,665
hshamo_,False,"Las Vegas, NV",2009-09-11T22:09:21.000Z,Photogarpher - Paramedic,356,295,11871
jlonga1,False,Florida,2011-01-29T12:08:15.000Z,"50ish, from Kansas, long term temp, just want a regular job; former moderate Republican, leaning progressive, now forced Independent; married to @longa_charles",159,66,26699
trustnoonekdp,False,"Maryland, USA",2017-08-17T20:59:13.000Z,,50,97,28727
djforreal57,False,,2011-06-06T00:48:04.000Z,,72,1171,24880
patriotMabeans,False,,2012-04-16T21:38:55.000Z,#maga#patriot researcher Trump 2020 No DM's I 'm @elsawillie on parler Also a proud member of The Patriot Party!  A Republican no more!,3512,4989,38329
NancyGEscobedo,False,,2012-10-07T04:31:36.000Z,,86,130,750
ishgooda_l,False,Etats-Unis,2013-11-20T14:45:02.000Z,"substitute teacher, anti fascist, make *good trouble*",297,811,59201
AndyAu8,False,"California, USA",2016-06-20T16:24:50.000Z,"Face mask on😷, social↔️distance as much as possible, and hand💦wash often & hand sanitizer. Stay safe & healthy, know & share CDC guidelines=We can save lives",35,27,12205
funnycat38,False,"Warner Robins, Ga",2011-04-05T06:05:29.000Z,Just lovin life. Enjoys a good laugh. Sings and dances to favorite songs on occasion. Always down for a good time.,483,1010,24501
mschleifer13,False,,2015-12-10T19:32:32.000Z,Canadian,3739,4750,142850
NathanSusan3,False,"San Francisco, CA",2020-06-30T15:48:19.000Z,"Online Business Strategist 🎬#liveVideo pro 📕Book lover #businesswoman 🙏Loves #Jesus, #family 📊Crypto Currency Trader",566,2781,10610
cheryldewo,False,"Memphis, TN",2012-12-05T19:24:53.000Z,"Actor, Writer, Musician, Singer, Songwriter, Artist, Photographer, Cook - Please check out my books on Amazon/Kindle",210,1306,33202
50smag,False,,2009-03-03T12:35:06.000Z,,415,49,316541
42Kmi,False,NNID: 42Kmi.com; LagDrop.com,2010-08-05T20:11:48.000Z,"Revolutionizing gaming.

42Kmi video capture products.

Creator of @LagDrop: Router-based anti-lag solution for P2P games

Love one another",1568,2055,778972
Itz_OmaaaR,False,"Kaduna, Nigeria",2013-07-30T09:29:19.000Z,"Dad 💔 
12•12•2015",5330,707,190657
SageTheSpark,False,,2017-01-25T17:11:36.000Z,"I hit cosmic pay dirt w/my glorious husband @shackley_tattoo & our fuzzy life managers, Watson and Grover. MSN, RN, OCN.",299,656,12973
MicheleEGwynn,False,"San Antonio, TX",2009-07-29T06:04:35.000Z,"Bestselling Author of Crime & Romance, Progressive Texan. Activist. Nerd. Appreciator of cheese. Get a #FREE book at my website. #AcesPress  #IndieTexas #ASMSG",3700,3903,69983
62_elizay,False,West Gladstone QLD Australia,2017-01-26T06:16:31.000Z,,75,112,14088
DixT3,False,Colorado,2009-06-17T19:09:42.000Z,"Retired Cnty. Gov.--Court, Elections, Real Estate; Educator; HUGE Trump supporter & America 1st; U.S. Army brat; Christian above all else. I don't answer DMs!",3402,4358,50027
yulianaorrego3,False,"Miami, FL",2018-09-30T16:55:28.000Z,oh fr?,191,178,872
moonbreeze2,False,,2019-08-23T22:33:26.000Z,"Summer gardens, watching the moon and stars",640,1185,120213
BOSCOAMAYA,False,Ciudad de Chitré y Panamá,2011-04-01T03:52:02.000Z,"Herrerano, Estudie Adm. de Empresas, Ganadero.",1092,476,52356
mawuli____,False,,2019-11-20T15:54:06.000Z,,118,207,47321
FiredMama,False,,2020-01-15T12:14:58.000Z,,16,329,8811
Quintero_Funes,False,"Maracay, Venezuela",2010-09-27T22:12:33.000Z, Marketing Reading Sports Science Fan The #GameofThrones  #MediasRojas #NHLBruins #GoPats #lgrw #Celtics #DetroitRoots #OnePride #HBO 🇻🇪 +584243332013,1263,275,948944
daffi515,False,NYC,2014-08-08T00:11:37.000Z,"Sitting on a cornflake, waiting for the van to come. #RESIST
#LGM",2976,3382,345533
theprasojos,False,"Depok, Indonesia",2009-07-11T10:19:52.000Z,Keeping the positive vibes in the midst of people's negativity since 1988. Basically a weirdo.,921,529,21066
falconhamada_90,False,Iraq,2014-06-03T18:23:25.000Z,"Official Account
And The Only
to of Mr The Falcon Hamada
on Twitter

✋🏻⁩😔🚫21+",2143,1633,1299175
LeahKraus,False,"Memphis, TN",2010-07-11T03:19:11.000Z,Digital Content @CityofMemphis • @NewhouseSU Grad • Yogi • Political Nerd • Lover of Carbs • #LGM,1130,720,7843
dasuki_21257,False,Bogor kaki gunung gede ,2013-11-23T13:06:22.000Z,Injustice suspended animation,142,335,25780
BillEsteem,False,🇺🇸 ,2016-11-15T23:17:16.000Z,"USA, ABCNews, NBCNews, Twitter Moments, Reuters, BBCNews, Popular Culture, World News, Technology News, Follow Back    -- Jumanji App https://t.co/jxErMjJD7w --",4767,4771,6044
melmeldc,False,"Washington, DC",2009-04-28T02:50:19.000Z,"Determined to make a better life for myself and to live with purpose.

#TeamJesus",1249,3020,67143
Andym6769,False,Northern Ireland,2009-12-17T10:00:25.000Z,I Love Wildlife and I'm disabled. I don't always agree with what I RT I'm Royalist and Unionist to the core. I have many different interests. Say Hello,3552,4998,496333
itsmeammr,False,"George Town, Pinang",2016-11-17T12:55:03.000Z,Palataologist,144,372,4040
cecilegatmaitan,False,Hundred Acre Wood,2010-09-10T00:26:38.000Z,"God servant, have a bucket list to fulfill, loves to travel and unplanned trips, adventurous, love to watch sunrise/sunset and most of all, hate bell peppers.",388,181,46809
LorenaLorenamm,False,"Castle Rock, CO",2013-02-24T23:30:34.000Z,For those who love TRANSFORMERS and Life. ADULT CONTENT🔞 Twitch: https:https://t.co/8iH6H6yDd6 Tumblr:https://t.co/eiqptkUUOV,100,868,17305
DrPatariro,False,,2009-08-29T03:33:25.000Z,"If it's unmeasurable, I am not interested in it.",6537,7221,186295
Nikolai3d,False,Night City,2010-07-19T06:59:27.000Z,"#AdobeDimension Lead, Software Architect; #Dimension #AR #Adobe3D Rendering/C++/Applied Math. 4 fun: Videogames/SciFi, etc. nerdery. Opinions are my own. He/him",2304,1865,125980
world_news_eng,False,,2020-01-26T09:35:31.000Z,For All English Users,1115,39,715420
Kevingallen5,False,,2017-11-03T16:30:42.000Z,,250,381,7957
Rochy31351567,False,,2018-10-10T15:40:26.000Z,I'm a digital marketer with experience. Making Brand Strategy & promotion is my work. I'm also Manager of all kind of Social media marketing & management.,482,4397,354
LFASI8,False,,2020-11-16T22:24:12.000Z,"rt≠endorsement. post info, you decide..

looking for & sharing information",4,468,622
